year,country,activity,fatal_(y/n)
1987,USA,Surfing,N
1987,USA,Surfing,N
1987,SOUTH AFRICA,Fishing,N
1987,AUSTRALIA,Diving,Y
1987,SOUTH AFRICA,Surfing,N
1987,USA,Surfing,N
1987,USA,Surfing,N
1987,USA,Surfing,N
1987,BAHAMAS,Fishing,N
1987,USA,Fishing,N
1987,USA,Surfing,N
1987,AUSTRALIA,Fishing,N
1987,USA,Swimming,N
1987,VANUATU,Swimming,Y
1987,AUSTRALIA,Surfing,N
1987,USA,Surfing,N
1987,SOUTH AFRICA,Fishing,N
1987,AUSTRALIA,Swimming,N
1986,SOUTH AFRICA,Fishing,N
1986,USA,Surfing,N
1986,USA,Diving,N
1986,NEW CALEDONIA,Fishing,N
1986,USA,Surfing,N
1986,USA,Surfing,N
1986,USA,Surfing,N
1986,USA,Swimming,N
1986,USA,Surfing,N
1986,USA,Surfing,N
1986,USA,Surfing,N
1986,USA,Surfing,N
1986,AUSTRALIA,Diving,N
1986,AUSTRALIA,Fishing,N
1986,SOUTH AFRICA,Fishing,N
1986,AUSTRALIA,Diving,N
1986,SOUTH KOREA,Diving,Y
1986,USA,Fishing,Y
1986,SPAIN,Diving,N
1986,SPAIN,Surfing,N
1986,SOUTH AFRICA,Surfing,N
1986,SOUTH AFRICA,Surfing,N
1986,SOUTH AFRICA,Surfing,N
1986,SOUTH AFRICA,Swimming,N
1986,SOUTH AFRICA,Fishing,N
1986,AUSTRALIA,Surfing,N
1986,USA,Surfing,N
1986,USA,Surfing,N
1985,SOUTH AFRICA,Surfing,N
1985,AUSTRALIA,Fishing,N
1985,USA,Fishing,N
1985,USA,Diving,N
1985,USA,Diving,N
1985,USA,Fishing,N
1985,USA,Diving,N
1985,USA,Diving,N
1985,USA,Surfing,N
1985,USA,Fishing,N
1985,USA,Surfing,N
1985,SOUTH AFRICA,Fishing,N
1985,USA,Surfing,N
1985,AUSTRALIA,Diving,Y
1985,USA,Diving,N
1985,USA,Surfing,N
1985,SOUTH AFRICA,Swimming,N
1985,SOUTH AFRICA,Surfing,N
1985,SOUTH AFRICA,Fishing,N
1985,NEW CALEDONIA,Fishing,N
1985,SOUTH AFRICA,Fishing,N
1985,IRAN,Fishing,Y
1984,USA,Surfing,N
1984,USA,Fishing,N
1984,USA,Surfing,N
1984,USA,Surfing,N
1984,USA,Surfing,N
1984,USA,Diving,N
1984,USA,Surfing,N
1984,USA,Swimming,N
1984,USA,Surfing,N
1984,USA,Diving,Y
1984,MEXICO,Fishing,N
1984,USA,Swimming,N
1984,USA,Swimming,N
1984,USA,Fishing,N
1984,SOUTH AFRICA,Fishing,N
1984,SOUTH AFRICA,Surfing,N
1984,VANUATU,Swimming,Y
1984,SOUTH AFRICA,Fishing,N
1984,SOUTH AFRICA,Surfing,N
1984,SOUTH AFRICA,Fishing,N
1984,SOUTH AFRICA,Diving,N
1984,AUSTRALIA,Fishing,N
1984,SOUTH AFRICA,Swimming,N
1984,USA,Surfing,N
1983,USA,Surfing,N
1983,AUSTRALIA,Diving,N
1983,SOUTH AFRICA,Swimming,N
1983,SOUTH AFRICA,Swimming,N
1983,USA,Surfing,N
1983,USA,Surfing,N
1983,USA,Surfing,N
1983,SOUTH AFRICA,Fishing,N
1983,USA,Swimming,N
1983,USA,Diving,N
1983,USA,Diving,N
1983,USA,Fishing,N
1983,SOUTH AFRICA,Surfing,N
1983,USA,Surfing,N
1983,BAHAMAS,Fishing,N
1983,USA,Swimming,N
1983,BAHAMAS,Fishing,Y
1983,USA,Surfing,N
1983,BAHAMAS,Fishing,N
1983,USA,Surfing,N
1983,USA,Surfing,N
1983,SOUTH AFRICA,Fishing,N
1983,USA,Surfing,N
1983,SOUTH AFRICA,Fishing,N
1983,SOUTH AFRICA,Surfing,N
1983,USA,Surfing,N
1983,USA,Fishing,N
1983,SOUTH AFRICA,Surfing,N
1983,SOUTH AFRICA,Fishing,N
1983,USA,Fishing,N
1982,USA,Surfing,N
1982,SOUTH AFRICA,Surfing,N
1982,SOUTH AFRICA,Surfing,N
1982,USA,Surfing,N
1982,USA,Diving,N
1982,USA,Diving,N
1982,SOUTH AFRICA,Swimming,N
1982,TUNISIA,Surfing,N
1982,USA,Swimming,N
1982,USA,Swimming,N
1982,SOUTH AFRICA,Surfing,Y
1982,USA,Swimming,N
1982,BAHAMAS,Fishing,N
1982,USA,Surfing,N
1982,AUSTRALIA,Surfing,Y
1982,NEW CALEDONIA,Fishing,N
1982,AUSTRALIA,Fishing,Y
1982,USA,Surfing,N
1982,SOUTH AFRICA,Fishing,N
1982,USA,Swimming,N
1982,USA,Swimming,Y
1982,USA,Diving,N
1982,USA,Diving,Y
1982,SOUTH AFRICA,Swimming,N
1982,ITALY,Fishing,N
1981,USA,Surfing,Y
1981,USA,Fishing,N
1981,REUNION,Fishing,N
1981,USA,Diving,N
1981,USA,Swimming,N
1981,USA,Surfing,N
1981,USA,Surfing,N
1981,USA,Surfing,N
1981,USA,Surfing,N
1981,USA,Swimming,Y
1981,USA,Surfing,N
1981,USA,Surfing,N
1981,USA,Surfing,N
1981,USA,Fishing,N
1981,USA,Diving,N
1981,USA,Swimming,N
1981,SOUTH AFRICA,Surfing,N
1981,USA,Fishing,N
1981,ENGLAND,Fishing,N
1981,USA,Diving,Y
1981,SOUTH KOREA,Diving,Y
1981,SOUTH AFRICA,Surfing,N
1981,USA,Diving,N
1981,USA,Diving,N
1981,SOUTH AFRICA,Surfing,N
1981,SOUTH AFRICA,Surfing,N
1981,USA,Surfing,N
1981,CHILE,Diving,N
1981,SOUTH AFRICA,Swimming,N
1981,USA,Surfing,N
1981,BRAZIL,Fishing,N
1981,USA,Fishing,N
1981,GREECE,Diving,N
1980,REUNION,Fishing,N
1980,AUSTRALIA,Swimming,N
1980,BRAZIL,Swimming,Y
1980,USA,Surfing,N
1980,USA,Surfing,N
1980,MEXICO,Diving,Y
1980,SPAIN,Diving,N
1980,USA,Surfing,N
1980,USA,Surfing,N
1980,USA,Surfing,N
1980,USA,Diving,N
1980,SOUTH AFRICA,Surfing,N
1980,JAMAICA,Fishing,N
1980,MEXICO,Surfing,N
1980,SOUTH AFRICA,Diving,Y
1980,BRAZIL,Swimming,N
1980,SOUTH AFRICA,Fishing,N
1980,KENYA,Fishing,N
1980,SOUTH AFRICA,Fishing,N
1980,SOUTH AFRICA,Swimming,N
1980,SOUTH AFRICA,Swimming,N
1980,CHILE,Diving,Y
1980,TONGA,Fishing,N
1979,SOUTH AFRICA,Swimming,N
1979,PORTUGAL,Fishing,Y
1979,SOUTH CHINA SEA,Diving,N
1979,USA,Surfing,N
1979,SOUTH AFRICA,Fishing,N
1979,SOUTH AFRICA,Fishing,N
1979,AUSTRALIA,Diving,N
1979,SOUTH AFRICA,Fishing,N
1979,SOUTH AFRICA,Diving,Y
1979,NEW CALEDONIA,Fishing,N
1979,USA,Swimming,N
1979,USA,Surfing,N
1979,USA,Surfing,N
1979,USA,Diving,N
1979,NEW CALEDONIA,Fishing,Y
1979,SOUTH AFRICA,Surfing,N
1979,USA,Fishing,Y
1978,SOUTH AFRICA,Fishing,Y
1978,USA,Surfing,N
1978,USA,Surfing,N
1978,SOUTH AFRICA,Fishing,N
1978,ITALY,Diving,N
1978,AUSTRALIA,Diving,N
1978,USA,Fishing,N
1978,USA,Surfing,N
1978,USA,Surfing,N
1978,MARSHALL ISLANDS,Diving,N
1978,MARSHALL ISLANDS,Diving,N
1978,AUSTRALIA,Diving,N
1978,SOUTH AFRICA,Fishing,N
1978,SOUTH AFRICA,Diving,N
1978,SOUTH AFRICA,Surfing,N
1978,USA,Surfing,N
1978,VANUATU,Swimming,Y
1977,USA,Surfing,N
1977,SOUTH AFRICA,Surfing,N
1977,SOUTH AFRICA,Fishing,N
1977,SOUTH AFRICA,Fishing,N
1977,AUSTRALIA,Surfing,N
1977,SOUTH AFRICA,Fishing,N
1977,USA,Diving,N
1977,USA,Fishing,N
1977,USA,Diving,N
1977,SOUTH AFRICA,Fishing,N
1977,USA,Swimming,N
1977,SOUTH AFRICA,Swimming,N
1977,MEXICO,Swimming,Y
1976,USA,Diving,N
1976,USA,Surfing,N
1976,SOUTH AFRICA,Fishing,N
1976,USA,Surfing,N
1976,SOUTH AFRICA,Surfing,N
1976,AUSTRALIA,Diving,N
1976,USA,Swimming,Y
1976,USA,Swimming,Y
1976,USA,Surfing,N
1976,USA,Surfing,N
1976,USA,Surfing,N
1976,USA,Fishing,N
1976,USA,Diving,Y
1976,USA,Fishing,N
1976,USA,Diving,N
1976,USA,Swimming,N
1976,ITALY,Fishing,N
1976,SOUTH AFRICA,Fishing,N
1976,SOUTH AFRICA,Fishing,N
1976,SOUTH AFRICA,Fishing,N
1976,SOUTH AFRICA,Fishing,N
1976,USA,Diving,N
1976,NEW ZEALAND,Fishing,Y
1976,USA,Diving,Y
1975,USA,Diving,N
1975,USA,Surfing,N
1975,AUSTRALIA,Surfing,N
1975,SOUTH AFRICA,Surfing,N
1975,USA,Diving,N
1975,AUSTRALIA,Diving,Y
1975,USA,Diving,N
1975,AUSTRALIA,Surfing,N
1975,USA,Diving,N
1975,USA,Diving,N
1975,USA,Swimming,N
1975,AUSTRALIA,Fishing,N
1975,USA,Surfing,N
1975,USA,Swimming,N
1975,USA,Surfing,N
1975,USA,Surfing,N
1975,SOUTH AFRICA,Fishing,N
1975,AUSTRALIA,Diving,N
1975,SOUTH AFRICA,Surfing,N
1975,AUSTRALIA,Fishing,Y
1975,AUSTRALIA,Fishing,N
1975,SOUTH AFRICA,Fishing,N
1975,AUSTRALIA,Surfing,Y
1975,BERMUDA,Fishing,N
1974,USA,Surfing,N
1974,USA,Diving,N
1974,ISRAEL,Swimming,N
1974,USA,Diving,N
1974,USA,Diving,N
1974,AUSTRALIA,Fishing,N
1974,USA,Surfing,N
1974,USA,Surfing,N
1974,USA,Diving,N
1974,USA,Swimming,Y
1974,USA,Swimming,N
1974,USA,Diving,N
1974,BRAZIL,Fishing,Y
1974,SOUTH AFRICA,Fishing,N
1974,USA,Swimming,N
1974,SOUTH AFRICA,Surfing,N
1974,SOUTH AFRICA,Surfing,N
1974,SOUTH AFRICA,Fishing,N
1974,SOUTH AFRICA,Swimming,N
1974,SOUTH AFRICA,Swimming,N
1974,SOUTH AFRICA,Fishing,N
1974,SOUTH AFRICA,Fishing,N
1974,AUSTRALIA,Diving,Y
1974,SOUTH AFRICA,Swimming,N
1974,MOZAMBIQUE,Swimming,Y
1974,MOZAMBIQUE,Swimming,Y
1974,AUSTRALIA,Fishing,N
1973,MOZAMBIQUE,Fishing,N
1973,MOZAMBIQUE,Swimming,Y
1973,PHILIPPINES,Swimming,Y
1973,USA,Swimming,N
1973,USA,Surfing,N
1973,SOUTH AFRICA,Fishing,Y
1973,BAHAMAS,Diving,N
1973,MEXICO,Diving,Y
1973,AUSTRALIA,Surfing,N
1973,MOZAMBIQUE,Fishing,Y
1973,SOUTH AFRICA,Fishing,N
1973,MEXICO,Swimming,Y
1973,SOUTH AFRICA,Fishing,N
1973,USA,Surfing,N
1973,PALAU,Diving,N
1973,PALAU,Diving,N
1973,SOUTH AFRICA,Surfing,N
1972,MOZAMBIQUE,Swimming,N
1972,MEXICO,Surfing,Y
1972,SOUTH AFRICA,Swimming,N
1972,REUNION,Fishing,Y
1972,AUSTRALIA,Fishing,N
1972,AUSTRALIA,Surfing,N
1972,USA,Diving,Y
1972,USA,Surfing,N
1972,NEW ZEALAND,Swimming,N
1972,USA,Surfing,N
1972,USA,Surfing,N
1972,USA,Fishing,N
1972,AUSTRALIA,Diving,N
1972,USA,Surfing,N
1972,USA,Diving,N
1972,FRENCH POLYNESIA,Fishing,N
1972,WESTERN SAMOA,Swimming,Y
1972,MOZAMBIQUE,Swimming,Y
1972,PACIFIC OCEAN ,Fishing,N
1972,USA,Fishing,N
1972,AUSTRALIA,Surfing,N
1972,SOUTH AFRICA,Swimming,Y
1972,FRANCE,Swimming,N
1972,MARSHALL ISLANDS,Diving,N
1971,SOUTH AFRICA,Swimming,N
1971,USA,Surfing,N
1971,SOUTH AFRICA,Swimming,N
1971,USA,Diving,N
1971,USA,Surfing,N
1971,CROATIA,Swimming,Y
1971,AUSTRALIA,Fishing,Y
1971,AUSTRALIA,Diving,N
1971,USA,Diving,N
1971,SOUTH AFRICA,Surfing,N
1971,BRITISH ISLES,Diving,N
1971,KENYA,Swimming,N
1971,SOUTH AFRICA,Swimming,Y
1971,MEXICO,Surfing,Y
1971,NEW ZEALAND,Surfing,N
1971,AUSTRALIA,Swimming,N
1971,AUSTRALIA,Surfing,N
1970,MOZAMBIQUE,Fishing,Y
1970,MOZAMBIQUE,Fishing,Y
1970,MICRONESIA,Fishing,N
1970,USA,Surfing,N
1970,USA,Surfing,N
1970,MICRONESIA,Diving,N
1970,PALAU,Fishing,N
1970,USA,Swimming,N
1970,USA,Diving,N
1970,USA,Fishing,N
1970,SOUTH AFRICA,Diving,N
1970,GRENADA,Swimming,Y
1970,MOZAMBIQUE,Swimming,N
1970,MOZAMBIQUE,Swimming,N
1970,MOZAMBIQUE,Swimming,N
1970,MOZAMBIQUE,Swimming,N
1970,MEXICO,Swimming,N
1970,PAPUA NEW GUINEA,Diving,N
1970,SRI LANKA,Diving,N
1970,SPAIN,Fishing,N
1970,ITALY,Fishing,N
1970,IRAQ,Swimming,Y
1970,IRAQ,Fishing,N
1969,AUSTRALIA,Swimming,N
1969,USA,Diving,N
1969,USA,Diving,N
1969,USA,Diving,N
1969,USA,Fishing,N
1969,USA,Surfing,N
1969,USA,Surfing,N
1969,USA,Diving,N
1969,JAMAICA,Diving,N
1969,USA,Fishing,N
1969,USA,Diving,N
1969,USA,Fishing,N
1969,USA,Surfing,N
1969,AUSTRALIA,Fishing,N
1969,AUSTRALIA,Diving,N
1968,NEW ZEALAND,Surfing,N
1968,SOUTH AFRICA,Fishing,N
1968,SOUTH AFRICA,Fishing,N
1968,USA,Fishing,N
1968,NEW ZEALAND,Fishing,Y
1968,FRENCH POLYNESIA,Swimming,N
1968,COLUMBIA,Fishing,N
1968,USA,Diving,N
1968,USA,Fishing,N
1968,BAHAMAS,Fishing,N
1968,AUSTRALIA,Diving,N
1968,PAPUA NEW GUINEA,Swimming,Y
1968,USA,Surfing,N
1968,USA,Surfing,N
1968,AUSTRALIA,Swimming,N
1968,AUSTRALIA,Fishing,N
1968,MOZAMBIQUE,Diving,N
1968,PAPUA NEW GUINEA,Swimming,Y
1967,SOUTH AFRICA,Surfing,N
1967,AUSTRALIA,Swimming,Y
1967,AUSTRALIA,Diving,N
1967,FIJI,Diving,N
1967,MEXICO,Swimming,Y
1967,TONGA,Swimming,N
1967,USA,Fishing,N
1967,PAPUA NEW GUINEA,Fishing,Y
1967,PAPUA NEW GUINEA,Fishing,Y
1967,ITALY,Fishing,N
1967,AUSTRALIA,Fishing,Y
1967,USA,Fishing,N
1967,TURKEY,Fishing,Y
1967,USA,Fishing,N
1967,ITALY,Fishing,N
1967,UNITED KINGDOM,Fishing,N
1967,NEW ZEALAND,Diving,N
1967,SOUTH AFRICA,Fishing,N
1967,AUSTRALIA,Fishing,N
1967,SOUTH AFRICA,Fishing,N
1967,SOUTH AFRICA,Fishing,N
1966,AUSTRALIA,Fishing,N
1966,AUSTRALIA,Fishing,N
1966,AUSTRALIA,Fishing,N
1966,AUSTRALIA,Fishing,N
1966,PAPUA NEW GUINEA,Swimming,Y
1966,AUSTRALIA,Diving,N
1966,USA,Fishing,N
1966,AUSTRALIA,Fishing,N
1966,NEW BRITAIN,Swimming,Y
1966,NEW BRITAIN,Diving,Y
1966,CROATIA,Swimming,Y
1966,TAIWAN,Diving,N
1966,USA,Diving,N
1966,USA,Fishing,N
1966,TAIWAN,Swimming,Y
1966,PAPUA NEW GUINEA,Swimming,Y
1966,USA,Fishing,N
1966,USA,Swimming,N
1966,FRENCH POLYNESIA,Fishing,N
1966,AUSTRALIA,Fishing,N
1966,USA,Swimming,N
1966,AUSTRALIA,Fishing,N
1966,USA,Diving,N
1966,AUSTRALIA,Fishing,N
1966,SOUTH AFRICA,Surfing,N
1966,NEW ZEALAND,Surfing,Y
1966,USA,Swimming,N
1965,AUSTRALIA,Fishing,N
1965,JOHNSTON ISLAND,Diving,N
1965,AUSTRALIA,Fishing,N
1965,AUSTRALIA,Fishing,Y
1965,AUSTRALIA,Surfing,N
1965,NEW BRITAIN,Fishing,Y
1965,PAPUA NEW GUINEA,Fishing,N
1965,USA,Swimming,N
1965,MEXICO,Swimming,N
1965,PAPUA NEW GUINEA,Fishing,N
1965,MEXICO,Swimming,Y
1965,MEXICO,Swimming,Y
1965,JAMAICA,Diving,N
1965,MEXICO,Swimming,N
1965,USA,Fishing,N
1965,USA,Diving,N
1965,USA,Diving,N
1965,SOUTH AFRICA,Surfing,N
1965,AUSTRALIA,Swimming,N
1965,NEW GUINEA,Diving,Y
1965,USA,Surfing,N
1965,EGYPT,Fishing,N
1964,SOUTH AFRICA,Swimming,N
1964,AUSTRALIA,Fishing,N
1964,KENYA,Fishing,Y
1964,AUSTRALIA,Diving,N
1964,USA,Fishing,N
1964,SOUTH AFRICA,Fishing,N
1964,AUSTRALIA,Surfing,N
1964,TAIWAN,Swimming,Y
1964,TAIWAN,Swimming,N
1964,USA,Swimming,N
1964,USA,Swimming,N
1964,USA,Fishing,N
1964,JAPAN,Swimming,N
1964,PANAMA,Diving,N
1964,SOUTH AFRICA,Fishing,Y
1964,PAPUA NEW GUINEA,Fishing,Y
1964,USA,Fishing,N
1964,PAPUA NEW GUINEA,Fishing,N
1964,FIJI,Fishing,N
1964,FIJI,Fishing,Y
1964,PANAMA,Diving,Y
1964,PAPUA NEW GUINEA,Fishing,Y
1964,AUSTRALIA,Surfing,N
1964,USA,Diving,N
1964,SENEGAL,Diving,N
1964,FIJI,Fishing,N
1964,NEW CALEDONIA,Diving,Y
1964,FIJI,Fishing,Y
1964,NEW ZEALAND,Diving,N
1964,NEW ZEALAND,Fishing,N
1964,NEW ZEALAND,Swimming,Y
1964,COSTA RICA,Swimming,Y
1964,FIJI,Fishing,Y
1964,SOUTH AFRICA,Surfing,N
1964,AUSTRALIA,Diving,N
1964,USA,Diving,N
1964,PAPUA NEW GUINEA,Fishing,Y
1964,FIJI,Swimming,N
1964,SOUTH AFRICA,Diving,N
1963,SOUTH AFRICA,Swimming,N
1963,SOUTH AFRICA,Swimming,Y
1963,AUSTRALIA,Fishing,N
1963,SOUTH AFRICA,Fishing,N
1963,AUSTRALIA,Fishing,N
1963,NEW BRITAIN,Fishing,Y
1963,PAPUA NEW GUINEA,Fishing,N
1963,FIJI,Fishing,N
1963,ITALY,Fishing,N
1963,PALAU,Fishing,N
1963,USA,Fishing,N
1963,NORTH PACIFIC OCEAN,Fishing,N
1963,CHILE,Diving,Y
1963,AUSTRALIA,Surfing,N
1963,USA,Fishing,N
1963,FEDERATED STATES OF MICRONESIA,Fishing,N
1963,USA,Fishing,N
1963,JAMAICA,Fishing,Y
1963,GREECE,Swimming,Y
1963,PAPUA NEW GUINEA,Fishing,N
1963,AUSTRALIA,Fishing,N
1963,USA,Swimming,Y
1963,SOUTH AFRICA,Swimming,N
1963,AUSTRALIA,Surfing,N
1963,USA,Surfing,N
1963,PAPUA NEW GUINEA,Swimming,N
1963,AUSTRALIA,Fishing,N
1963,FIJI,Fishing,N
1963,FIJI,Diving,N
1963,SOUTH AFRICA,Fishing,N
1963,NEW ZEALAND,Fishing,N
1963,SOUTH AFRICA,Fishing,N
1963,SOUTH AFRICA,Diving,N
1963,SOUTH AFRICA,Fishing,N
1963,AUSTRALIA,Fishing,N
1963,SEYCHELLES,Fishing,Y
1962,SOUTH AFRICA,Diving,N
1962,AUSTRALIA,Fishing,Y
1962,SOUTH AFRICA,Fishing,N
1962,AUSTRALIA,Diving,N
1962,USA,Diving,N
1962,AUSTRALIA,Fishing,N
1962,SOUTH AFRICA,Fishing,N
1962,BRITISH WEST INDIES,Fishing,N
1962,MEXICO,Swimming,N
1962,ITALY,Fishing,Y
1962,PAPUA NEW GUINEA,Fishing,N
1962,USA,Diving,N
1962,SOUTH AFRICA,Fishing,N
1962,USA,Fishing,Y
1962,PAPUA NEW GUINEA,Fishing,Y
1962,ITALY,Diving,N
1962,USA,Fishing,N
1962,AUSTRALIA,Fishing,N
1962,USA,Diving,N
1962,USA,Diving,N
1962,FIJI,Fishing,N
1962,AUSTRALIA,Fishing,N
1962,MOZAMBIQUE,Swimming,N
1962,SOUTH AFRICA,Fishing,N
1962,AUSTRALIA,Fishing,N
1962,PAPUA NEW GUINEA,Swimming,Y
1962,NEW ZEALAND,Swimming,N
1962,AUSTRALIA,Fishing,N
1962,SOUTH AFRICA,Swimming,Y
1962,AUSTRALIA,Swimming,N
1962,SOLOMON ISLANDS,Fishing,Y
1962,AUSTRALIA,Fishing,N
1962,NEW ZEALAND,Fishing,N
1962,NEW ZEALAND,Fishing,N
1962,USA,Diving,N
1962,AUSTRALIA,Fishing,N
1962,AUSTRALIA,Surfing,N
1962,AUSTRALIA,Fishing,N
1962,PAPUA NEW GUINEA,Fishing,N
1962,NEW ZEALAND,Fishing,N
1962,AUSTRALIA,Fishing,N
1962,AUSTRALIA,Surfing,N
1962,SOUTH AFRICA,Fishing,N
1962,AUSTRALIA,Fishing,N
1962,MARSHALL ISLANDS,Fishing,N
1962,AUSTRALIA,Diving,N
1961,AUSTRALIA,Fishing,N
1961,AUSTRALIA,Fishing,N
1961,AUSTRALIA,Surfing,Y
1961,CROATIA,Swimming,Y
1961,TANZANIA,Fishing,N
1961,PERSIAN GULF,Diving,N
1961,ITALY,Fishing,N
1961,USA,Swimming,N
1961,BERMUDA,Fishing,N
1961,USA,Fishing,N
1961,PAPUA NEW GUINEA,Fishing,N
1961,USA,Fishing,N
1971,TURKEY,Swimming,N
1961,AUSTRALIA,Fishing,N
1961,ITALY,Fishing,N
1961,PANAMA,Fishing,Y
1961,USA,Diving,Y
1961,USA,Fishing,N
1961,NEW BRITAIN,Fishing,N
1961,PAPUA NEW GUINEA,Fishing,N
1961,USA,Diving,N
1961,AUSTRALIA,Fishing,N
1961,AUSTRALIA,Fishing,N
1961,MOZAMBIQUE,Swimming,N
1961,SOUTH AFRICA,Diving,N
1961,USA,Fishing,N
1961,AUSTRALIA,Fishing,N
1961,AUSTRALIA,Fishing,N
1961,AUSTRALIA,Fishing,N
1961,AUSTRALIA,Fishing,N
1961,AUSTRALIA,Swimming,N
1961,AUSTRALIA,Fishing,N
1961,AUSTRALIA,Fishing,N
1961,NORTH PACIFIC OCEAN,Diving,N
1961,SOUTH AFRICA,Fishing,N
1961,SOUTH AFRICA,Fishing,N
1961,SOUTH AFRICA,Swimming,Y
1961,SOUTH AFRICA,Fishing,N
1961,SOUTH AFRICA,Swimming,N
1961,AUSTRALIA,Fishing,N
1961,MOZAMBIQUE,Swimming,N
1961,AUSTRALIA,Fishing,N
1961,NEW CALEDONIA,Fishing,N
1961,SENEGAL,Diving,Y
1960,USA,Fishing,Y
1960,SOUTH AFRICA,Swimming,Y
1960,AUSTRALIA,Fishing,N
1960,PAPUA NEW GUINEA,Fishing,Y
1960,SOUTH AFRICA,Fishing,N
1960,SOUTH AFRICA,Fishing,N
1960,USA,Fishing,N
1960,USA,Diving,N
1960,PAPUA NEW GUINEA,Diving,N
1960,USA,Fishing,N
1960,PAPUA NEW GUINEA,Fishing,N
1960,USA,Fishing,N
1960,PAPUA NEW GUINEA,Fishing,N
1960,USA,Fishing,N
1960,NEW ZEALAND,Fishing,N
1960,NORTH SEA,Fishing,N
1960,USA,Diving,N
1960,PHILIPPINES,Diving,Y
1960,USA,Swimming,N
1960,PANAMA,Diving,N
1960,BERMUDA,Diving,N
1960,USA,Swimming,N
1960,USA,Diving,N
1960,AUSTRALIA,Fishing,N
1960,SOUTH AFRICA,Fishing,N
1960,AUSTRALIA,Surfing,N
1960,AUSTRALIA,Fishing,N
1960,AUSTRALIA,Fishing,N
1960,AUSTRALIA,Fishing,N
1960,FIJI,Fishing,Y
1960,PHILIPPINES,Fishing,Y
1960,SOUTH AFRICA,Fishing,N
1960,GUAM,Fishing,N
1960,AUSTRALIA,Fishing,N
1960,NEW ZEALAND,Fishing,N
1960,SENEGAL,Fishing,N
1960,PAPUA NEW GUINEA,Fishing,Y
1960,AUSTRALIA,Fishing,N
1960,AUSTRALIA,Fishing,N
1960,AUSTRALIA,Diving,Y
1960,AUSTRALIA,Fishing,N
1960,GRENADA,Fishing,N
1960,SRI LANKA,Fishing,N
1960,FIJI,Fishing,N
1960,PAPUA NEW GUINEA,Fishing,Y
1960,PAPUA NEW GUINEA,Fishing,N
1960,MOZAMBIQUE,Swimming,Y
1959,AUSTRALIA,Fishing,N
1959,AUSTRALIA,Fishing,N
1959,NEW ZEALAND,Fishing,N
1959,AUSTRALIA,Surfing,N
1959,SOUTH AFRICA,Fishing,N
1959,AUSTRALIA,Fishing,N
1959,AUSTRALIA,Fishing,N
1959,PAPUA NEW GUINEA,Fishing,N
1959,MOZAMBIQUE,Swimming,Y
1959,USA,Diving,N
1959,FIJI,Fishing,N
1959,PHILIPPINES,Swimming,N
1959,AZORES,Fishing,N
1959,USA,Fishing,Y
1959,USA,Fishing,N
1959,PHILIPPINES,Fishing,Y
1959,USA,Fishing,N
1959,CROATIA,Fishing,N
1959,JAPAN,Swimming,Y
1959,USA,Fishing,N
1959,USA,Fishing,N
1959,USA,Diving,N
1959,USA,Diving,Y
1959,SOUTH AFRICA,Fishing,N
1959,USA,Fishing,N
1959,AUSTRALIA,Diving,N
1959,USA,Fishing,N
1959,SOUTH AFRICA,Fishing,N
1959,AUSTRALIA,Fishing,N
1959,USA,Swimming,N
1959,AUSTRALIA,Fishing,N
1959,PAPUA NEW GUINEA,Fishing,N
1959,AUSTRALIA,Surfing,N
1959,SOUTH AFRICA,Swimming,N
1959,MOZAMBIQUE,Fishing,Y
1959,AUSTRALIA,Diving,N
1959,SOUTH KOREA,Swimming,Y
1959,PAPUA NEW GUINEA,Fishing,N
1959,PAPUA NEW GUINEA,Fishing,N
1959,PAPUA NEW GUINEA,Fishing,N
1958,SOUTH AFRICA,Swimming,Y
1958,USA,Surfing,Y
1958,AUSTRALIA,Swimming,Y
1958,PAPUA NEW GUINEA,Fishing,Y
1958,USA,Fishing,N
1958,BAHAMAS,Fishing,N
1958,USA,Fishing,N
1958,CROATIA,Swimming,N
1958,MEXICO,Swimming,Y
1958,KENYA,Swimming,Y
1958,USA,Diving,N
1958,PAPUA NEW GUINEA,Swimming,Y
1958,BAHAMAS,Fishing,N
1958,USA,Diving,N
1958,TAIWAN,Diving,N
1958,PAPUA NEW GUINEA,Fishing,N
1958,USA,Fishing,N
1958,AUSTRALIA,Fishing,N
1958,AUSTRALIA,Surfing,N
1958,SOUTH AFRICA,Swimming,Y
1958,TONGA,Fishing,N
1958,PANAMA,Diving,N
1958,PAPUA NEW GUINEA,Fishing,Y
1958,PAPUA NEW GUINEA,Fishing,Y
1958,PAPUA NEW GUINEA,Fishing,N
1958,SOUTH AFRICA,Fishing,N
1958,SOUTH AFRICA,Fishing,Y
1957,AUSTRALIA,Fishing,N
1957,SOUTH AFRICA,Diving,N
1957,SOUTH AFRICA,Surfing,N
1957,AUSTRALIA,Fishing,N
1957,USA,Fishing,N
1957,USA,Swimming,Y
1957,AUSTRALIA,Diving,N
1957,AUSTRALIA,Fishing,N
1957,SOLOMON ISLANDS,Fishing,N
1957,USA,Swimming,Y
1957,AUSTRALIA,Surfing,N
1957,PAPUA NEW GUINEA,Diving,N
1957,SOLOMON ISLANDS,Diving,N
1957,FIJI,Fishing,N
1957,USA,Diving,N
1957,CUBA,Fishing,N
1957,CUBA,Fishing,Y
1957,USA,Diving,N
1957,FIJI,Fishing,N
