year,country,activity,fatal_(y/n)
1957,PAPUA NEW GUINEA,Fishing,Y
1956,PAPUA NEW GUINEA,Fishing,Y
1956,PAPUA NEW GUINEA,Fishing,Y
1956,GABON,Swimming,Y
1956,NEW ZEALAND,Fishing,N
1956,SOUTH AFRICA,Diving,N
1956,PAPUA NEW GUINEA,Fishing,N
1956,SENEGAL,Diving,N
1956,PAPUA NEW GUINEA,Fishing,Y
1956,USA,Fishing,N
1956,MAYOTTE,Fishing,Y
1956,ITALY,Diving,N
1956,PAPUA NEW GUINEA,Fishing,Y
1956,PAPUA NEW GUINEA,Fishing,N
1956,USA,Diving,Y
1956,AUSTRALIA,Diving,N
1956,SOUTH AFRICA,Diving,N
1956,MALTA,Fishing,N
1956,PAPUA NEW GUINEA,Fishing,N
1956,PAPUA NEW GUINEA,Fishing,N
1956,USA,Fishing,N
1956,MALTA,Swimming,Y
1956,USA,Swimming,N
1956,AUSTRALIA,Fishing,N
1956,PORTUGAL,Fishing,Y
1956,SOUTH AFRICA,Fishing,N
1956,CUBA,Diving,Y
1956,AUSTRALIA,Diving,N
1956,AUSTRALIA,Diving,Y
1956,AUSTRALIA,Swimming,N
1956,AUSTRALIA,Diving,N
1956,COSTA RICA,Swimming,Y
1956,PAPUA NEW GUINEA,Diving,N
1955,USA,Fishing,N
1955,PAPUA NEW GUINEA,Swimming,N
1955,PAPUA NEW GUINEA,Fishing,N
1955,AUSTRALIA,Fishing,N
1955,JAPAN,Fishing,Y
1955,USA,Surfing,N
1955,CROATIA,Swimming,Y
1955,AMERICAN SAMOA,Swimming,Y
1955,USA,Fishing,N
1955,AUSTRALIA,Fishing,N
1955,MONTENEGRO,Swimming,Y
1955,YEMEN,Swimming,Y
1955,USA,Fishing,N
1955,PAPUA NEW GUINEA,Fishing,N
1955,PAPUA NEW GUINEA,Fishing,N
1955,PAPUA NEW GUINEA,Fishing,N
1955,USA,Fishing,N
1955,AUSTRALIA,Surfing,Y
1955,USA,Diving,N
1955,USA,Fishing,N
1955,AUSTRALIA,Swimming,Y
1955,INDIA,Fishing,N
1955,CUBA,Fishing,N
1955,COLUMBIA,Fishing,N
1954,AUSTRALIA,Swimming,Y
1954,SOUTH AFRICA,Swimming,N
1954,USA,Fishing,N
1954,UNITED KINGDOM,Fishing,N
1954,USA,Swimming,N
1954,HONG KONG,Swimming,Y
1954,AUSTRALIA,Fishing,Y
1954,ITALY,Fishing,N
1954,CUBA,Fishing,N
1954,CUBA,Fishing,N
1954,ECUADOR,Fishing,N
1954,SINGAPORE,Diving,Y
1954,THE BALKANS,Swimming,Y
1954,BERMUDA,Swimming,N
1954,GREECE,Swimming,Y
1954,AUSTRALIA,Diving,N
1954,PAPUA NEW GUINEA,Fishing,Y
1954,SUDAN,Fishing,N
1954,AUSTRALIA,Swimming,Y
1954,AUSTRALIA,Swimming,N
1954,AUSTRALIA,Fishing,N
1954,MEXICO,Diving,Y
1954,USA,Fishing,N
1954,PAPUA NEW GUINEA,Swimming,N
1953,SOUTH AFRICA,Swimming,N
1953,SOUTH AFRICA,Swimming,N
1953,USA,Diving,N
1953,USA,Fishing,N
1953,USA,Fishing,Y
1953,USA,Fishing,N
1953,CANADA,Fishing,N
1953,USA,Swimming,N
1953,AUSTRALIA,Fishing,N
1953,AUSTRALIA,Fishing,N
1953,AUSTRALIA,Fishing,N
1953,AUSTRALIA,Fishing,N
1953,AUSTRALIA,Fishing,N
1953,AUSTRALIA,Fishing,N
1953,AUSTRALIA,Fishing,N
1952,AUSTRALIA,Fishing,N
1952,ITALY,Fishing,N
1952,USA,Swimming,Y
1952,USA,Surfing,Y
1952,USA,Fishing,Y
1952,PAPUA NEW GUINEA,Fishing,N
1952,ITALY,Fishing,Y
1952,USA,Fishing,N
1952,USA,Fishing,N
1952,USA,Fishing,N
1952,USA,Fishing,N
1952,USA,Fishing,N
1952,AUSTRALIA,Fishing,N
1952,INDIA,Fishing,N
1952,AUSTRALIA,Fishing,N
1952,SUDAN,Fishing,N
1952,MAURITIUS,Fishing,N
1952,AUSTRALIA,Surfing,N
1952,LIBERIA,Diving,Y
1952,PAPUA NEW GUINEA,Fishing,N
1952,PAPUA NEW GUINEA,Fishing,Y
1952,PAPUA NEW GUINEA,Fishing,Y
1952,USA,Swimming,Y
1951,MOZAMBIQUE,Swimming,Y
1951,AUSTRALIA,Fishing,N
1951,SOUTH AFRICA,Swimming,N
1951,JAMAICA,Fishing,N
1951,AUSTRALIA,Swimming,Y
1951,ITALY,Swimming,Y
1951,ITALY,Fishing,N
1951,GREECE,Swimming,N
1951,GREECE,Swimming,Y
1951,ITALY,Diving,N
1951,USA,Fishing,Y
1951,FRENCH POLYNESIA,Fishing,N
1951,MEXICO,Diving,N
1951,AUSTRALIA,Fishing,N
1951,SOUTH AFRICA,Surfing,N
1951,SOUTH AFRICA,Surfing,N
1951,AUSTRALIA,Fishing,N
1951,AUSTRALIA,Swimming,N
1951,SOUTH AFRICA,Swimming,Y
1950,AUSTRALIA,Swimming,N
1950,AUSTRALIA,Diving,N
1950,AUSTRALIA,Surfing,N
1950,USA,Surfing,N
1950,AUSTRALIA,Fishing,N
1950,EL SALVADOR,Fishing,N
1950,SAUDI ARABIA,Diving,N
1950,AUSTRALIA,Fishing,N
1950,JAPAN,Swimming,Y
1950,ITALY,Fishing,N
1950,USA,Swimming,N
1950,USA,Diving,N
1950,USA,Swimming,N
1950,ITALY,Fishing,N
1950,AUSTRALIA,Fishing,Y
1950,SOUTH AFRICA,Fishing,N
1950,AUSTRALIA,Fishing,N
1950,SOUTH AFRICA,Surfing,Y
1950,AUSTRALIA,Swimming,N
1950,SRI LANKA,Fishing,N
1950,SRI LANKA,Fishing,N
1950,GREECE,Swimming,Y
1950,SINGAPORE,Diving,Y
1950,NEW CALEDONIA,Fishing,N
1950,NEW CALEDONIA,Diving,N
1949,AUSTRALIA,Diving,N
1949,AUSTRALIA,Swimming,N
1949,AUSTRALIA,Swimming,Y
1949,ITALY,Swimming,N
1949,IRAN,Swimming,N
1949,IRAN,Swimming,Y
1949,USA,Fishing,N
1949,CHINA,Fishing,Y
1949,AUSTRALIA,Fishing,N
1949,ITALY,Fishing,N
1949,PAPUA NEW GUINEA,Fishing,Y
1949,NEW GUINEA,Swimming,Y
1948,AUSTRALIA,Swimming,Y
1948,AUSTRALIA,Fishing,N
1948,AUSTRALIA,Diving,N
1948,GREECE,Swimming,Y
1948,USA,Swimming,N
1948,USA,Fishing,N
1848,TURKEY,Swimming,Y
1948,IRAN,Swimming,N
1948,USA,Swimming,Y
1948,NORTHERN MARIANA ISLANDS,Swimming,N
1948,IRAN,Fishing,N
1948,PAPUA NEW GUINEA,Fishing,N
1948,AUSTRALIA,Swimming,Y
1948,NEW GUINEA,Fishing,N
1948,PAPUA NEW GUINEA,Fishing,N
1948,SOUTH AFRICA,Fishing,N
1947,AUSTRALIA,Fishing,N
1947,SENEGAL,Diving,Y
1947,AUSTRALIA,Fishing,N
1947,AUSTRALIA,Fishing,N
1947,AUSTRALIA,Fishing,N
1947,AUSTRALIA,Swimming,Y
1947,AUSTRALIA,Swimming,N
1947,AUSTRALIA,Fishing,N
1947,BRAZIL,Swimming,Y
1947,USA,Swimming,Y
1947,USA,Fishing,N
1947,AUSTRALIA,Diving,N
1947,SOUTH AFRICA,Swimming,N
1947,USA,Fishing,N
1947,AUSTRALIA,Fishing,N
1947,KENYA,Swimming,N
1947,SOUTH AFRICA,Surfing,N
1947,AUSTRALIA,Surfing,N
1947,AUSTRALIA,Fishing,N
1946,AUSTRALIA,Diving,Y
1946,MARSHALL ISLANDS,Fishing,Y
1946,AUSTRALIA,Swimming,N
1946,ISRAEL,Fishing,N
1946,IRAN,Fishing,N
1946,IRAN,Swimming,N
1946,TANZANIA,Swimming,N
1946,AUSTRALIA,Swimming,Y
1946,AUSTRALIA,Fishing,N
1946,AUSTRALIA,Fishing,N
1946,SOUTH AFRICA,Swimming,N
1946,SOUTH AFRICA,Swimming,N
1946,AUSTRALIA,Swimming,Y
1946,SOUTH AFRICA,Surfing,N
1945,IRAN,Swimming,N
1945,AUSTRALIA,Swimming,Y
1945,USA,Swimming,Y
1945,ISRAEL,Swimming,N
1945,JAMAICA,Diving,N
1945,IRAQ,Swimming,N
1944,USA,Fishing,N
1944,AUSTRALIA,Fishing,N
1944,USA,Swimming,N
1944,SOUTH AFRICA,Swimming,Y
1944,SOUTH AFRICA,Swimming,Y
1944,SOUTH AFRICA,Surfing,Y
1944,AUSTRALIA,Fishing,N
1944,AUSTRALIA,Surfing,N
1944,SOUTH AFRICA,Swimming,Y
1943,PORTUGAL,Fishing,N
1943,AUSTRALIA,Fishing,N
1943,SOUTH AFRICA,Swimming,Y
1943,MEXICO,Swimming,Y
1943,SOLOMON ISLANDS,Swimming,N
1943,IRAQ,Swimming,N
1943,USA,Fishing,N
1943,USA,Fishing,N
1942,SOUTH AFRICA,Swimming,N
1942,SOUTH AFRICA,Swimming,Y
1942,AUSTRALIA,Diving,N
1942,AUSTRALIA,Swimming,Y
1942,AUSTRALIA,Fishing,N
1942,PANAMA,Swimming,Y
1941,AUSTRALIA,Swimming,N
1941,USA,Fishing,N
1941,USA,Fishing,N
1941,USA,Fishing,N
1941,USA,Fishing,N
1941,USA,Fishing,N
1941,AUSTRALIA,Fishing,N
1940,SOUTH AFRICA,Swimming,Y
1940,AUSTRALIA,Fishing,N
1940,USA,Fishing,N
1940,AUSTRALIA,Diving,N
1940,SOUTH AFRICA,Swimming,Y
1940,AUSTRALIA,Swimming,Y
1940,AUSTRALIA,Swimming,N
1940,SOUTH AFRICA,Swimming,Y
1940,AUSTRALIA,Diving,N
1939,AUSTRALIA,Swimming,Y
1939,SAMOA,Fishing,Y
1939,AUSTRALIA,Diving,N
1939,USA,Fishing,N
1939,AUSTRALIA,Diving,N
1939,USA,Fishing,N
1939,BAHAMAS,Diving,N
1939,NEW ZEALAND,Fishing,N
1939,BAHAMAS,Fishing,N
1939,CURACAO,Diving,N
1938,AUSTRALIA,Swimming,Y
1938,AUSTRALIA,Fishing,N
1938,USA,Fishing,N
1938,USA,Swimming,N
1938,TURKEY,Fishing,N
1938,USA,Fishing,N
1938,AUSTRALIA,Diving,Y
1938,AUSTRALIA,Diving,N
1938,COSTA RICA,Fishing,Y
1938,AUSTRALIA,Fishing,N
1938,EGYPT,Diving,Y
1938,TRINIDAD  TOBAGO,Surfing,N
1938,USA,Fishing,N
1938,AUSTRALIA,Diving,N
1938,SOUTH AFRICA,Swimming,N
1937,AUSTRALIA,Diving,Y
1937,AUSTRALIA,Swimming,Y
1937,AUSTRALIA,Swimming,Y
1937,CROATIA,Fishing,N
1937,SCOTLAND,Fishing,N
1937,AUSTRALIA,Diving,N
1937,PANAMA,Swimming,Y
1937,AUSTRALIA,Diving,Y
1937,AUSTRALIA,Fishing,N
1937,USA,Swimming,Y
1937,USA,Fishing,N
1937,AUSTRALIA,Swimming,Y
1937,AUSTRALIA,Fishing,N
1937,AUSTRALIA,Fishing,N
1936,USA,Diving,N
1936,AUSTRALIA,Fishing,N
1936,AUSTRALIA,Swimming,Y
1936,AUSTRALIA,Fishing,Y
1936,AUSTRALIA,Fishing,N
1936,USA,Swimming,N
1936,AUSTRALIA,Diving,N
1936,CANADA,Fishing,N
1936,AUSTRALIA,Diving,N
1936,USA,Fishing,N
1936,USA,Fishing,N
1936,AUSTRALIA,Diving,N
1936,SOUTH AFRICA,Fishing,N
1936,AUSTRALIA,Diving,Y
1936,USA,Swimming,Y
1936,AUSTRALIA,Diving,N
1936,AUSTRALIA,Diving,N
1936,USA,Fishing,N
1936,AUSTRALIA,Diving,N
1936,AUSTRALIA,Swimming,Y
1936,AUSTRALIA,Swimming,Y
1935,AUSTRALIA,Diving,N
1935,USA,Swimming,Y
1935,PAPUA NEW GUINEA,Swimming,Y
1935,AUSTRALIA,Diving,Y
1935,PANAMA,Fishing,Y
1935,CROATIA,Swimming,Y
1935,USA,Fishing,N
1935,SOLOMON ISLANDS,Fishing,Y
1935,AUSTRALIA,Diving,N
1935,AUSTRALIA,Diving,N
1935,AUSTRALIA,Diving,N
1935,AUSTRALIA,Surfing,N
1935,AUSTRALIA,Swimming,Y
1935,AUSTRALIA,Surfing,N
1935,AUSTRALIA,Fishing,N
1935,AUSTRALIA,Fishing,N
1934,BERMUDA,Fishing,N
1934,AUSTRALIA,Diving,Y
1934,BERMUDA,Fishing,N
1934,ITALY,Fishing,N
1934,CROATIA,Swimming,Y
1934,USA,Swimming,N
1934,AUSTRALIA,Fishing,N
1934,AUSTRALIA,Fishing,N
1934,AUSTRALIA,Surfing,N
1934,SOUTH AFRICA,Swimming,Y
1934,SOUTH AFRICA,Swimming,N
1934,AUSTRALIA,Fishing,N
1934,TURKEY,Fishing,N
1933,AUSTRALIA,Diving,Y
1933,AUSTRALIA,Diving,N
1933,AUSTRALIA,Diving,N
1933,ISRAEL,Fishing,N
1933,USA,Fishing,N
1933,USA,Swimming,N
1933,AUSTRALIA,Diving,N
1933,AUSTRALIA,Fishing,N
1933,USA,Swimming,Y
1933,AUSTRALIA,Diving,N
1933,AUSTRALIA,Fishing,N
1933,AUSTRALIA,Swimming,Y
1932,NEW ZEALAND,Fishing,N
1932,AUSTRALIA,Swimming,N
1932,CAPE VERDE,Swimming,Y
1932,USA,Fishing,N
1932,AUSTRALIA,Diving,N
1932,CANADA,Fishing,N
1932,USA,Fishing,N
1932,USA,Fishing,N
1932,FIJI,Diving,Y
1932,AUSTRALIA,Diving,Y
1932,AUSTRALIA,Diving,N
1932,USA,Swimming,N
1932,AUSTRALIA,Fishing,N
1932,AUSTRALIA,Swimming,N
1932,MEXICO,Fishing,Y
1931,AUSTRALIA,Diving,N
1931,JAMAICA,Diving,Y
1931,USA,Swimming,N
1931,USA,Swimming,N
1931,CUBA,Swimming,Y
1931,USA,Fishing,N
1931,CUBA,Swimming,Y
1931,USA,Swimming,N
1931,USA,Swimming,N
1931,FIJI,Swimming,N
1931,USA,Swimming,N
1931,USA,Fishing,N
1931,AUSTRALIA,Fishing,Y
1931,TURKEY,Fishing,N
1931,AUSTRALIA,Fishing,N
1931,AUSTRALIA,Diving,N
1931,AUSTRALIA,Swimming,N
1930,AUSTRALIA,Swimming,N
1930,AUSTRALIA,Fishing,N
1930,AUSTRALIA,Fishing,N
1930,HONDURAS,Swimming,Y
1930,AUSTRALIA,Fishing,N
1930,SPAIN,Swimming,N
1930,USA,Swimming,N
1930,CUBA,Swimming,N
1930,USA,Swimming,N
1930,TURKEY,Fishing,N
1930,USA,Diving,N
1930,AUSTRALIA,Diving,N
1930,AUSTRALIA,Diving,Y
1930,MEXICO,Fishing,Y
1930,SOUTH AFRICA,Swimming,N
1930,MAURITIUS,Fishing,Y
1930,SOUTH AFRICA,Swimming,Y
1929,AUSTRALIA,Diving,Y
1929,AUSTRALIA,Diving,N
1929,AUSTRALIA,Surfing,N
1929,AUSTRALIA,Diving,N
1929,CUBA,Fishing,N
1929,AUSTRALIA,Diving,N
1929,SPAIN,Fishing,N
1929,MEXICO,Swimming,N
1929,USA,Fishing,N
1929,AUSTRALIA,Diving,N
1929,AUSTRALIA,Diving,N
1929,AUSTRALIA,Diving,N
1929,USA,Swimming,N
1929,AUSTRALIA,Surfing,Y
1929,AUSTRALIA,Swimming,Y
1929,AUSTRALIA,Swimming,Y
1929,AUSTRALIA,Surfing,Y
1929,TURKEY,Fishing,Y
1929,FIJI,Diving,Y
1929,USA,Fishing,N
1929,USA,Diving,N
1928,AUSTRALIA,Diving,N
1928,USA,Fishing,N
1928,PANAMA,Swimming,Y
1928,USA,Fishing,N
1928,AUSTRALIA,Diving,N
1928,USA,Swimming,N
1928,AUSTRALIA,Fishing,N
1928,JAMAICA,Diving,Y
1928,AUSTRALIA,Diving,Y
1928,COSTA RICA,Swimming,N
1928,COSTA RICA,Swimming,N
1928,SOUTH AFRICA,Surfing,N
1927,SOUTH AFRICA,Swimming,Y
1927,AUSTRALIA,Diving,N
1927,AUSTRALIA,Diving,N
1927,AUSTRALIA,Surfing,N
1927,NEW ZEALAND,Fishing,N
1927,SOUTH AFRICA,Surfing,N
1927,USA,Swimming,N
1927,AUSTRALIA,Swimming,Y
1927,AUSTRALIA,Swimming,Y
1927,AUSTRALIA,Diving,N
1926,AUSTRALIA,Diving,Y
1926,AUSTRALIA,Diving,N
1926,USA,Swimming,Y
1926,ITALY,Swimming,Y
1926,USA,Fishing,N
1926,USA,Swimming,Y
1926,USA,Swimming,N
1926,AUSTRALIA,Swimming,Y
1926,SOUTH AFRICA,Swimming,N
1925,SPAIN,Fishing,N
1925,ENGLAND,Fishing,N
1925,USA,Swimming,N
1925,AUSTRALIA,Swimming,Y
1925,PAPUA NEW GUINEA,Swimming,Y
1925,USA,Swimming,N
1925,CANADA,Diving,N
1925,FIJI,Diving,N
1924,FRENCH POLYNESIA,Diving,N
1924,ENGLAND,Fishing,N
1924,USA,Fishing,N
1924,AUSTRALIA,Fishing,Y
1924,SOLOMON ISLANDS,Swimming,N
1924,SPAIN,Fishing,N
1924,SOUTH AFRICA,Swimming,Y
1924,SOUTH AFRICA,Swimming,N
1923,AUSTRALIA,Swimming,N
1923,AUSTRALIA,Fishing,Y
1923,AUSTRALIA,Fishing,N
1923,AUSTRALIA,Diving,N
1923,GUYANA,Fishing,N
1923,AUSTRALIA,Diving,N
1923,AUSTRALIA,Diving,Y
1923,AUSTRALIA,Diving,N
1923,USA,Swimming,N
1923,AUSTRALIA,Swimming,Y
1923,USA,Fishing,N
1923,USA,Fishing,N
1922,USA,Fishing,N
1922,BARBADOS,Fishing,Y
1922,USA,Diving,N
1922,ENGLAND,Swimming,Y
1922,USA,Fishing,N
1922,JAMAICA,Swimming,Y
1922,SOUTH AFRICA,Swimming,N
1922,AUSTRALIA,Swimming,Y
1922,JAMAICA,Fishing,N
1922,AUSTRALIA,Swimming,Y
1922,AUSTRALIA,Swimming,Y
1922,AUSTRALIA,Surfing,Y
1921,AUSTRALIA,Swimming,N
1921,FIJI,Swimming,Y
1921,AUSTRALIA,Diving,N
1921,AUSTRALIA,Diving,Y
1921,ENGLAND,Fishing,N
1921,PHILIPPINES,Swimming,Y
1920,AUSTRALIA,Diving,N
1920,USA,Swimming,N
1920,AUSTRALIA,Diving,N
1920,AUSTRALIA,Diving,Y
1920,AUSTRALIA,Swimming,Y
1919,AUSTRALIA,Swimming,N
1919,AUSTRALIA,Swimming,Y
1919,USA,Swimming,N
1919,AUSTRALIA,Swimming,N
1919,NEW ZEALAND,Swimming,N
1919,ITALY,Fishing,N
1919,USA,Swimming,N
1918,USA,Fishing,Y
1918,AUSTRALIA,Surfing,N
1918,AUSTRALIA,Diving,N
1917,AUSTRALIA,Swimming,N
1917,USA,Diving,Y
1917,PHILIPPINES,Swimming,Y
1917,KUWAIT,Diving,N
1917,LIBYA,Diving,N
1916,AUSTRALIA,Swimming,Y
1916,USA,Fishing,Y
1916,USA,Fishing,N
1916,USA,Swimming,N
1916,USA,Swimming,N
1916,USA,Swimming,Y
1916,SPAIN,Diving,N
1916,USA,Swimming,Y
1916,USA,Swimming,Y
1916,USA,Swimming,N
1916,AUSTRALIA,Swimming,Y
1915,AUSTRALIA,Diving,N
1915,MEXICO,Fishing,Y
1915,AUSTRALIA,Diving,N
1915,AUSTRALIA,Swimming,N
1914,AUSTRALIA,Swimming,N
1914,USA,Swimming,Y
1914,USA,Fishing,N
1914,MONTENEGRO,Fishing,N
1914,USA,Fishing,N
1913,USA,Fishing,N
1913,AUSTRALIA,Swimming,N
1913,COSTA RICA,Swimming,Y
1913,USA,Fishing,N
1913,AUSTRALIA,Diving,N
1913,REUNION,Swimming,Y
1912,USA,Swimming,Y
1912,USA,Swimming,N
1912,NEW ZEALAND,Swimming,N
1912,AUSTRALIA,Diving,N
1912,AUSTRALIA,Swimming,N
1912,NEW CALEDONIA,Swimming,N
1912,AUSTRALIA,Swimming,Y
1911,AUSTRALIA,Diving,N
1911,USA,Fishing,N
1911,USA,Fishing,N
1911,SOUTH AFRICA,Swimming,Y
1911,NEW ZEALAND,Fishing,N
1911,AUSTRALIA,Swimming,Y
1911,USA,Swimming,N
1911,NEW ZEALAND,Fishing,Y
1910,NORTH ATLANTIC OCEAN,Fishing,N
1910,MEXICO,Swimming,N
1910,NEW ZEALAND,Swimming,N
1909,AUSTRALIA,Fishing,N
1909,USA,Fishing,Y
1909,USA,Fishing,N
1909,USA,Swimming,N
1909,SPAIN,Fishing,N
1909,TUNISIA,Diving,Y
1908,SOUTH AFRICA,Swimming,Y
1908,USA,Fishing,N
1907,CHINA,Fishing,N
1907,CHINA,Fishing,Y
1907,USA,Diving,N
1907,CROATIA,Swimming,Y
1907,CROATIA,Swimming,Y
1907,CROATIA,Swimming,Y
1907,CROATIA,Swimming,Y
1907,USA,Fishing,Y
1907,MALTA,Fishing,Y
1907,VIETNAM,Fishing,N
1907,USA,Fishing,Y
1906,JAMAICA,Fishing,N
1906,USA,Swimming,Y
1906,USA,Diving,N
1906,USA,Swimming,Y
1906,INDONESIA,Swimming,N
1906,INDONESIA,Swimming,Y
1906,AUSTRALIA,Swimming,Y
1906,USA,Fishing,N
1906,YEMEN ,Diving,N
1906,USA,Swimming,Y
1906,INDONESIA,Diving,Y
1906,AUSTRALIA,Diving,Y
1905,AUSTRALIA,Swimming,Y
1905,USA,Fishing,N
1905,USA,Fishing,N
1905,USA,Fishing,Y
1905,USA,Swimming,N
1905,SOUTH AFRICA,Swimming,Y
1904,USA,Swimming,Y
1904,ITALY,Swimming,Y
1904,NEW ZEALAND,Swimming,Y
1904,REUNION ISLAND,Swimming,Y
1904,USA,Swimming,Y
1903,USA,Fishing,N
1903,AUSTRALIA,Swimming,Y
1903,AUSTRALIA,Swimming,Y
1903,CRETE,Diving,Y
1903,USA,Fishing,Y
1902,NICARAGUA,Swimming,Y
1902,AUSTRALIA,Swimming,Y
1902,USA,Fishing,N
1902,ITALY,Swimming,Y
1902,CROATIA,Fishing,N
1902,ITALY,Fishing,N
1902,USA,Swimming,N
1902,EGYPT,Diving,N
1902,AUSTRALIA,Swimming,N
1901,CYPRUS,Swimming,Y
1901,SOUTH AFRICA,Swimming,Y
1901,PHILIPPINES,Swimming,N
1900,SOUTH AFRICA,Swimming,Y
1900,AUSTRALIA,Swimming,N
1900,CROATIA,Swimming,Y
1900,SOUTH AFRICA,Swimming,N
1899,AUSTRALIA,Fishing,N
1899,LIBYA,Diving,N
1899,LIBYA,Diving,Y
1899,MEXICO,Swimming,Y
1899,USA,Swimming,Y
1899,ITALY,Fishing,N
1898,USA,Swimming,N
1898,CUBA,Swimming,Y
1898,SRI LANKA,Swimming,Y
1898,USA,Fishing,N
1898,YEMEN ,Diving,Y
1897,MARSHALL ISLANDS,Fishing,Y
1897,USA,Fishing,N
1897,USA,Fishing,Y
1896,AUSTRALIA,Fishing,N
1896,AUSTRALIA,Swimming,Y
1896,SRI LANKA,Diving,N
1896,USA,Fishing,Y
1895,BARBADOS,Diving,N
1895,AUSTRALIA,Fishing,Y
1895,YEMEN ,Diving,Y
1895,USA,Fishing,N
1895,USA,Swimming,Y
1895,USA,Fishing,N
1895,AUSTRALIA,Diving,Y
1895,NEW ZEALAND,Swimming,N
1895,INDONESIA,Swimming,Y
1895,AUSTRALIA,Swimming,N
1895,AUSTRALIA,Swimming,Y
1894,USA,Fishing,N
1894,USA,Swimming,Y
1894,USA,Fishing,N
1894,FRANCE,Fishing,Y
1892,AUSTRALIA,Fishing,N
1892,AUSTRALIA,Swimming,N
1892,AUSTRALIA,Fishing,N
1892,AUSTRALIA,Diving,Y
1891,AUSTRALIA,Swimming,N
1890,USA,Fishing,N
1890,CROATIA,Swimming,N
1890,EGYPT,Swimming,Y
1890,CEYLON,Diving,Y
1890,MALTA,Fishing,Y
1890,NEW ZEALAND,Swimming,Y
1889,INDIA,Swimming,Y
1889,USA,Swimming,Y
1889,USA,Fishing,N
1889,USA,Fishing,N
1888,INDIAN OCEAN,Swimming,N
1888,AUSTRALIA,Swimming,Y
1888,AUSTRALIA,Fishing,N
1888,LIBYA,Diving,N
1887,ITALY,Swimming,N
1887,NEW ZEALAND,Swimming,Y
1887,SOUTH AFRICA,Swimming,Y
1886,AUSTRALIA,Fishing,N
1886,SOUTH AFRICA,Diving,N
1886,AUSTRALIA,Diving,N
1886,SOUTH AFRICA,Swimming,Y
1885,SOUTH AFRICA,Fishing,N
1884,SOUTH AFRICA,Swimming,Y
1883,AUSTRALIA,Swimming,Y
1883,GEORGIA,Fishing,N
1883,AUSTRALIA,Diving,N
1883,AUSTRALIA,Diving,Y
1883,PACIFIC OCEAN,Fishing,Y
1882,AUSTRALIA,Diving,Y
1882,AUSTRALIA,Fishing,Y
1882,AUSTRALIA,Diving,Y
1881,USA,Swimming,N
1881,ITALY,Fishing,N
1880,AUSTRALIA,Swimming,Y
1880,AUSTRALIA,Fishing,N
1879,INDIA,Swimming,Y
1879,AUSTRALIA,Swimming,N
1879,SPAIN,Fishing,N
1878,INDONESIA,Swimming,Y
1878,USA,Fishing,N
1878,USA,Swimming,Y
1878,USA,Swimming,Y
1877,AUSTRALIA,Fishing,N
1877,AUSTRALIA,Fishing,N
1877,AUSTRALIA,Swimming,N
1876,USA,Fishing,Y
1876,GREECE,Diving,Y
1876,AUSTRALIA,Swimming,Y
1876,LEBANON,Diving,Y
1876,AUSTRALIA,Diving,N
1875,AUSTRALIA,Fishing,N
1874,CROATIA,Fishing,N
1874,FRANCE,Fishing,N
1874,USA,Fishing,N
1874,CANADA,Fishing,N
1873,USA,Fishing,N
1871,USA,Fishing,N
1871,USA,Fishing,N
1871,AUSTRALIA,Fishing,N
1870,AUSTRALIA,Fishing,N
1869,AUSTRALIA,Fishing,N
1868,AUSTRALIA,Fishing,N
1868,AUSTRALIA,Swimming,Y
1867,EGYPT,Swimming,Y
1865,SOUTH AFRICA,Fishing,Y
1864,USA,Swimming,N
1863,USA,Fishing,N
1863,GREECE,Swimming,Y
1862,NEW ZEALAND,Swimming,N
1862,SPAIN,Swimming,Y
1861,EQUATORIAL GUINEA  CAMEROON,Swimming,Y
1860,CANADA,Fishing,Y
1860,USA,Swimming,N
1860,NEW ZEALAND,Swimming,N
1858,USA,Swimming,Y
1857,USA,Swimming,Y
1856,FIJI,Swimming,Y
1856,ENGLAND,Swimming,Y
1855,AUSTRALIA,Swimming,Y
1855,SOLOMON ISLANDS,Swimming,Y
1853,AUSTRALIA,Swimming,N
1853,USA,Diving,N
1853,USA,Swimming,Y
1853,GREECE,Swimming,N
1853,USA,Diving,N
1852,PACIFIC OCEAN,Fishing,N
1852,USA,Swimming,Y
1852,NEW ZEALAND,Swimming,Y
1851,USA,Swimming,Y
1851,USA,Diving,N
1849,PERU,Swimming,Y
1849,AUSTRALIA,Swimming,Y
1848,USA,Swimming,N
1847,AUSTRALIA,Swimming,N
1847,GREECE,Swimming,Y
1845,AUSTRALIA,Fishing,Y
1844,ALGERIA,Swimming,Y
1842,USA,Swimming,N
1840,AUSTRALIA,Swimming,Y
1840,WEST INDIES,Swimming,Y
1834,FRENCH POLYNESIA,Swimming,Y
1832,AUSTRALIA,Fishing,N
1830,USA,Fishing,Y
1828,USA,Surfing,Y
1827,SIERRA LEONE,Swimming,N
1827,SIERRA LEONE,Swimming,N
1825,AUSTRALIA,Swimming,Y
1817,USA,Swimming,Y
1817,INDIA,Swimming,Y
1817,SRI LANKA,Swimming,Y
1816,USA,Swimming,Y
1812,ENGLAND,Swimming,N
1808,JAMAICA,Swimming,Y
1792,ENGLAND,Fishing,Y
1788,AUSTRALIA,Fishing,N
1784,JAMAICA,Swimming,Y
1780,USA,Swimming,Y
1779,USA,Surfing,Y
1771,USA,Fishing,Y
1764,SPAIN,Swimming,Y
